,datetime,bid_open,bid_high,bid_low,bid_close,bid_volume,bid_average,bid_barCount,ask_open,ask_high,ask_low,ask_close,ask_volume,ask_average,ask_barCount
32400,2020-06-02 09:00:00+00:00,1.25525,1.25526,1.25524,1.25526,-1,-1.0,-1,1.25528,1.25529,1.25525,1.25529,-1,-1.0,-1
36000,2020-06-02 10:00:00+00:00,1.2566,1.25662,1.2566,1.25661,-1,-1.0,-1,1.25664,1.25664,1.25663,1.25664,-1,-1.0,-1
39600,2020-06-02 11:00:00+00:00,1.25616,1.25617,1.25615,1.25617,-1,-1.0,-1,1.25617,1.25623,1.25617,1.25619,-1,-1.0,-1
43200,2020-06-02 12:00:00+00:00,1.25405,1.2541,1.25403,1.25404,-1,-1.0,-1,1.25407,1.25413,1.25407,1.25409,-1,-1.0,-1
46800,2020-06-02 13:00:00+00:00,1.25488,1.25488,1.25486,1.25487,-1,-1.0,-1,1.25491,1.25492,1.25491,1.25492,-1,-1.0,-1
50400,2020-06-02 14:00:00+00:00,1.25636,1.2564,1.25634,1.25635,-1,-1.0,-1,1.25642,1.25646,1.25638,1.25641,-1,-1.0,-1
54000,2020-06-02 15:00:00+00:00,1.25565,1.25566,1.25562,1.25564,-1,-1.0,-1,1.2557,1.25574,1.25565,1.25569,-1,-1.0,-1
57600,2020-06-02 16:00:00+00:00,1.25291,1.25292,1.25287,1.2529,-1,-1.0,-1,1.25295,1.25295,1.25288,1.25293,-1,-1.0,-1
61200,2020-06-02 17:00:00+00:00,1.25386,1.25397,1.25386,1.25397,-1,-1.0,-1,1.25388,1.254,1.25388,1.254,-1,-1.0,-1
64800,2020-06-02 18:00:00+00:00,1.25457,1.25458,1.25455,1.25456,-1,-1.0,-1,1.25462,1.25462,1.25462,1.25462,-1,-1.0,-1
68400,2020-06-02 19:00:00+00:00,1.2542,1.2542,1.25413,1.25413,-1,-1.0,-1,1.25423,1.25423,1.25418,1.25418,-1,-1.0,-1
72000,2020-06-02 20:00:00+00:00,1.25467,1.25467,1.25456,1.25458,-1,-1.0,-1,1.25471,1.25471,1.25459,1.25461,-1,-1.0,-1
78300,2020-06-02 22:00:00+00:00,1.25488,1.25494,1.25488,1.25494,-1,-1.0,-1,1.255,1.25501,1.25499,1.25499,-1,-1.0,-1
81900,2020-06-02 23:00:00+00:00,1.25489,1.25497,1.25489,1.25497,-1,-1.0,-1,1.25496,1.25508,1.25496,1.25508,-1,-1.0,-1
0,2020-06-03 00:00:00+00:00,1.25811,1.25811,1.25802,1.25802,-1,-1.0,-1,1.25812,1.25813,1.25804,1.25804,-1,-1.0,-1
3600,2020-06-03 01:00:00+00:00,1.25941,1.25943,1.25941,1.25943,-1,-1.0,-1,1.25949,1.25953,1.25949,1.25953,-1,-1.0,-1
7200,2020-06-03 02:00:00+00:00,1.25849,1.25849,1.25842,1.25842,-1,-1.0,-1,1.2585,1.2585,1.25845,1.25845,-1,-1.0,-1
10800,2020-06-03 03:00:00+00:00,1.25752,1.25752,1.25741,1.25741,-1,-1.0,-1,1.25756,1.25758,1.25749,1.25751,-1,-1.0,-1
14400,2020-06-03 04:00:00+00:00,1.25855,1.25855,1.25852,1.25852,-1,-1.0,-1,1.25859,1.25859,1.25855,1.25856,-1,-1.0,-1
18000,2020-06-03 05:00:00+00:00,1.25837,1.25837,1.25832,1.25834,-1,-1.0,-1,1.25843,1.25843,1.25839,1.25839,-1,-1.0,-1
21600,2020-06-03 06:00:00+00:00,1.25851,1.25851,1.25844,1.25845,-1,-1.0,-1,1.25856,1.25857,1.25851,1.25854,-1,-1.0,-1
25200,2020-06-03 07:00:00+00:00,1.25961,1.25961,1.2595,1.2595,-1,-1.0,-1,1.25965,1.25966,1.25955,1.25955,-1,-1.0,-1
28800,2020-06-03 08:00:00+00:00,1.25872,1.25872,1.2587,1.2587,-1,-1.0,-1,1.25875,1.25877,1.25874,1.25876,-1,-1.0,-1
32400,2020-06-03 09:00:00+00:00,1.25715,1.25715,1.25706,1.2571,-1,-1.0,-1,1.25719,1.25721,1.25712,1.25716,-1,-1.0,-1
36000,2020-06-03 10:00:00+00:00,1.25962,1.25966,1.25962,1.25965,-1,-1.0,-1,1.25968,1.25968,1.25965,1.25968,-1,-1.0,-1
39600,2020-06-03 11:00:00+00:00,1.25772,1.25788,1.25772,1.25788,-1,-1.0,-1,1.25774,1.2579,1.25774,1.25789,-1,-1.0,-1
43200,2020-06-03 12:00:00+00:00,1.25631,1.25631,1.25625,1.25629,-1,-1.0,-1,1.25634,1.25634,1.25626,1.2563,-1,-1.0,-1
46800,2020-06-03 13:00:00+00:00,1.2569,1.25691,1.25685,1.25688,-1,-1.0,-1,1.25691,1.25693,1.25688,1.25691,-1,-1.0,-1
50400,2020-06-03 14:00:00+00:00,1.25711,1.25715,1.25706,1.2571,-1,-1.0,-1,1.25743,1.25746,1.2574,1.25745,-1,-1.0,-1
54000,2020-06-03 15:00:00+00:00,1.25971,1.25976,1.25966,1.25966,-1,-1.0,-1,1.25977,1.2598,1.2597,1.2597,-1,-1.0,-1
57600,2020-06-03 16:00:00+00:00,1.25985,1.25985,1.25985,1.25985,-1,-1.0,-1,1.25988,1.2599,1.25988,1.25988,-1,-1.0,-1
61200,2020-06-03 17:00:00+00:00,1.25923,1.25923,1.25917,1.25919,-1,-1.0,-1,1.25924,1.25927,1.25919,1.25921,-1,-1.0,-1
64800,2020-06-03 18:00:00+00:00,1.25908,1.25908,1.25908,1.25908,-1,-1.0,-1,1.25912,1.25914,1.25909,1.25911,-1,-1.0,-1
68400,2020-06-03 19:00:00+00:00,1.25876,1.25876,1.25872,1.25873,-1,-1.0,-1,1.25877,1.25879,1.25874,1.25875,-1,-1.0,-1
72000,2020-06-03 20:00:00+00:00,1.25838,1.25845,1.25838,1.25844,-1,-1.0,-1,1.25839,1.25849,1.25839,1.25845,-1,-1.0,-1
78300,2020-06-03 22:00:00+00:00,1.2575,1.2575,1.2575,1.2575,-1,-1.0,-1,1.25754,1.25755,1.25751,1.25755,-1,-1.0,-1
81900,2020-06-03 23:00:00+00:00,1.2573,1.2573,1.2573,1.2573,-1,-1.0,-1,1.25738,1.25738,1.25733,1.25733,-1,-1.0,-1
0,2020-06-04 00:00:00+00:00,1.25736,1.25739,1.25736,1.25739,-1,-1.0,-1,1.2574,1.2574,1.2574,1.2574,-1,-1.0,-1
3600,2020-06-04 01:00:00+00:00,1.25407,1.25414,1.25407,1.25409,-1,-1.0,-1,1.25415,1.2542,1.25415,1.25417,-1,-1.0,-1
7200,2020-06-04 02:00:00+00:00,1.25379,1.25379,1.25379,1.25379,-1,-1.0,-1,1.25385,1.25385,1.25385,1.25385,-1,-1.0,-1
10800,2020-06-04 03:00:00+00:00,1.25405,1.25405,1.25405,1.25405,-1,-1.0,-1,1.25407,1.25409,1.25406,1.25407,-1,-1.0,-1
14400,2020-06-04 04:00:00+00:00,1.25402,1.25403,1.25402,1.25402,-1,-1.0,-1,1.25409,1.2541,1.25407,1.25407,-1,-1.0,-1
18000,2020-06-04 05:00:00+00:00,1.25412,1.25418,1.25412,1.25418,-1,-1.0,-1,1.25415,1.25423,1.25415,1.25423,-1,-1.0,-1
