,datetime,bid_open,bid_high,bid_low,bid_close,bid_volume,bid_average,bid_barCount,ask_open,ask_high,ask_low,ask_close,ask_volume,ask_average,ask_barCount
3600,2020-06-03 01:00:00+00:00,1.11928,1.11935,1.11928,1.11935,-1,-1.0,-1,1.1193,1.11937,1.1193,1.11937,-1,-1.0,-1
7200,2020-06-03 02:00:00+00:00,1.11879,1.11879,1.11878,1.11878,-1,-1.0,-1,1.1188,1.1188,1.1188,1.1188,-1,-1.0,-1
10800,2020-06-03 03:00:00+00:00,1.11954,1.11954,1.11953,1.11953,-1,-1.0,-1,1.11955,1.11956,1.11954,1.11955,-1,-1.0,-1
14400,2020-06-03 04:00:00+00:00,1.1208,1.1208,1.12078,1.12079,-1,-1.0,-1,1.12081,1.12081,1.12079,1.1208,-1,-1.0,-1
18000,2020-06-03 05:00:00+00:00,1.12032,1.12032,1.12028,1.12028,-1,-1.0,-1,1.12033,1.12034,1.12029,1.12029,-1,-1.0,-1
21600,2020-06-03 06:00:00+00:00,1.1204,1.12042,1.1204,1.1204,-1,-1.0,-1,1.12043,1.12045,1.12041,1.12042,-1,-1.0,-1
25200,2020-06-03 07:00:00+00:00,1.12091,1.12091,1.12074,1.12075,-1,-1.0,-1,1.12092,1.12092,1.12075,1.12076,-1,-1.0,-1
28800,2020-06-03 08:00:00+00:00,1.12165,1.12168,1.12162,1.12164,-1,-1.0,-1,1.12166,1.12169,1.12163,1.12165,-1,-1.0,-1
32400,2020-06-03 09:00:00+00:00,1.12107,1.12108,1.121,1.12106,-1,-1.0,-1,1.12108,1.1211,1.12105,1.12107,-1,-1.0,-1
36000,2020-06-03 10:00:00+00:00,1.12175,1.12175,1.12172,1.12173,-1,-1.0,-1,1.12176,1.12176,1.12173,1.12174,-1,-1.0,-1
39600,2020-06-03 11:00:00+00:00,1.12,1.12002,1.11997,1.12001,-1,-1.0,-1,1.12001,1.12003,1.11999,1.12002,-1,-1.0,-1
43200,2020-06-03 12:00:00+00:00,1.11942,1.11944,1.11941,1.11944,-1,-1.0,-1,1.11943,1.11945,1.11943,1.11945,-1,-1.0,-1
46800,2020-06-03 13:00:00+00:00,1.11915,1.11915,1.11911,1.11913,-1,-1.0,-1,1.11917,1.11917,1.11912,1.11914,-1,-1.0,-1
50400,2020-06-03 14:00:00+00:00,1.12147,1.12158,1.12137,1.12158,-1,-1.0,-1,1.12159,1.12163,1.1215,1.1216,-1,-1.0,-1
54000,2020-06-03 15:00:00+00:00,1.12166,1.1217,1.12157,1.12161,-1,-1.0,-1,1.12167,1.12171,1.12158,1.12163,-1,-1.0,-1
57600,2020-06-03 16:00:00+00:00,1.12462,1.12462,1.12459,1.1246,-1,-1.0,-1,1.12463,1.12463,1.12461,1.12461,-1,-1.0,-1
61200,2020-06-03 17:00:00+00:00,1.12367,1.12367,1.12366,1.12366,-1,-1.0,-1,1.12368,1.12369,1.12367,1.12367,-1,-1.0,-1
64800,2020-06-03 18:00:00+00:00,1.12399,1.12399,1.12399,1.12399,-1,-1.0,-1,1.124,1.124,1.124,1.124,-1,-1.0,-1
68400,2020-06-03 19:00:00+00:00,1.12378,1.12379,1.12377,1.12377,-1,-1.0,-1,1.12379,1.1238,1.12378,1.12378,-1,-1.0,-1
72000,2020-06-03 20:00:00+00:00,1.1242,1.12427,1.1242,1.12425,-1,-1.0,-1,1.12422,1.12428,1.12422,1.12426,-1,-1.0,-1
78300,2020-06-03 22:00:00+00:00,1.12353,1.1236,1.12346,1.12346,-1,-1.0,-1,1.12363,1.12365,1.12357,1.12363,-1,-1.0,-1
